NHK0971 +1,FADNHK097144,code128,Fiat,AROS,unidad,unidad,unidad,4417,5419,1,,,05052015_1438271.jpeg,AROS HIDRAULICOS,850 (S)|133,600 - Diam: 65mm,22,0,0,21,30,0,FADECYA
NHK1950 STD,NHK1950 STD,code128,Chevrolet,AROS,unidad,unidad,unidad,4452,5463,1,,,06052015_0908321.jpeg,AROS HIDRAULICOS,1.6 8v (C16SE)|1.6 16v,Corsa. Aveo - Ã˜ 79mm - (1.2-1.5-3),22,0,0,21,30,1,FADECYA
92 3992 - STD,7798159791315,code128,Volkswagen,AROS,unidad,unidad,unidad,5018,7894,1,,,06052015_0942081.jpeg,AROS HIDRAULICOS,1.9 8v D,Polo. Gol. Caddy - Diam. 79.50mm,0,0,0,21,30,1,AROSA
NHR1204 STD,FADNHR120400,code128,Volkswagen,AROS,unidad,unidad,unidad,5288,6488,2,,,06052015_0945211.jpeg,AROS HIDRAULICOS,1.9 8v D,Polo. Gol. Caddy. Saveiro - Ã˜ 79.50mm,22,0,0,21,30,1,FADECYA
NHK1786 STD,NHK1786 STD,code128,Volkswagen,AROS,unidad,unidad,unidad,4665,5724,1,,,06052015_0950051.jpeg,AROS HIDRAULICOS,1.6 8v (Gol/Senda)|1.8 8v (Gol/Senda),Gol. Senda. Saveiro - Ã˜ 81mm (1.5-1.75.3) - A carburador,22,0,0,21,30,2,FADECYA
TH10314 0.50,197892415608683000,code128,Volkswagen,AROS,unidad,unidad,unidad,8683,11609,2,,,06052015_1007591.jpeg,AROS HIDRAULICOS,1.6 8v D,Senda. Saveiro. Gol - Diam: 76.50 mm,15,0,0,21,30,1,MAHLE
32790 STD,32790  STD,code128,Chevrolet,AROS,unidad,unidad,unidad,5100,8022,1,,,30112015_1133411.jpeg,AROS HIDRAULICOS,1.8 8v (MPFI),Corsa 2. Meriva. Palio - Diam. 80.50mm,0,0,0,21,30,1,NEWESTON
TH10322 STD,197892415598724000,code128,Fiat,AROS,unidad,unidad,unidad,11610,18262,1,,,06052015_1034211.jpeg,AROS HIDRAULICOS,1.7 8v D|1.9 8v D,Duna. Uno. Palio. Siena - Diam: 82.60mm - 3R 4.0mm - (Hidraulico),0,0,0,21,30,1,MAHLE
NHK1874 STD,FADNHK187400,code128,Renault,AROS,unidad,unidad,unidad,5065,6215,1,,,06052015_1049541.jpeg,AROS HIDRAULICOS,1.9 D (F8Q),R19. Clio. Kangoo. Trafic. Express - Diam: 80mm,22,0,0,21,30,1,FADECYA
NHK1950 0.50,fadnhk195035,code128,Chevrolet,AROS,unidad,unidad,unidad,4452,5463,1,,,06052015_1107501.jpeg,AROS HIDRAULICOS,1.6 8v (C16SE)|1.6 16v,Corsa. Aveo - Ã˜ 79mm - (1.2-1.5-3),22,0,0,21,30,1,FADECYA
819001 0.50,7790327057254,code128,Chevrolet,AROS,unidad,unidad,unidad,5427,8537,1,,,30112015_1207061.jpeg,AROS HIDRAULICOS,1.8 8v (MPFI),Corsa 2. Meriva. Palio - Diam. 80.50mm,0,0,0,21,30,1,POWER ENGINE
813667 - STD,7790327057216,code128,Volkswagen,AROS,unidad,unidad,unidad,6230,9801,1,,,30112015_1202041.jpeg,AROS HIDRAULICOS,1.6 8v (Fox/Suran),Fox. Suran. Gol Trend. Voyage - Ã˜ 76.50mm,0,0,0,21,30,0,POWER ENGINE
NHR1204 0.50,FADNHR120435,code128,Volkswagen,AROS,unidad,unidad,unidad,6710,8232,1,,,02072015_1229201.jpeg,AROS HIDRAULICOS,1.9 8v D,Polo. Gol. Caddy. Saveiro - Ã˜ 79.50mm,22,0,0,21,30,1,FADECYA
NHK1261 STD,NHK1261 STD,code128,Renault,AROS,unidad,unidad,unidad,4657,5713,2,,,20012016_1047581.jpeg,AROS HIDRAULICOS,1.6 8v (CHT)|1.6 8v (C1L/C2L)|1.6 8v (Carburador),R9. R11. R12. R18. R19. Clio. Ford Escort - Ã˜ 77mm (1.75-2-4),22,0,0,21,30,1,FADECYA
NHK1948 0.50,FADNHK194835,code128,Peugeot,AROS,unidad,unidad,unidad,5812,7131,1,,,20012016_1054091.jpeg,AROS HIDRAULICOS,1.9 8v D (DW8),206. Partner. Berlingo. Xsara - Ã˜ 82.20mm,22,0,0,21,30,0,FADECYA
NHK1948 STD,fadnhk194800,code128,Peugeot,AROS,unidad,unidad,unidad,5812,7131,1,,,20012016_1055261.jpeg,AROS HIDRAULICOS,1.9 8v D (DW8),206. Partner. Berlingo. Xsara - Ã˜ 82.20mm,22,0,0,21,30,1,FADECYA
PMA7615 0.60,cenpma761536,code128,Fiat,AROS,unidad,unidad,unidad,4277,5248,1,,,22112016_0913571.jpeg,AROS HIDRAULICOS,1.4 8v (Fire),Palio. Siena. Fiorino. Uno - Ã˜ 72mm,22,0,0,21,30,1,CENTRINEL
34001/0,34001/0,code128,Renault,BOTADORES,unidad,unidad,unidad,11200,11275,2,,,29012018_0552051.jpeg,BOTADOR VALVULA,1.9 D (F8Q),Clio. Express. R19. Kangoo - (Para Pastilla Plana),36,0,0,21,30,1,CYC
34004/0,34004/0,code128,Ford,BOTADORES,unidad,unidad,unidad,13440,13530,2,,,18042018_1416301.jpeg,BOTADOR VALVULA,1.8 8v D (ENDURA D)|1.8 8v TD (ENDURA D)|1.8 8v TDCI (DURATORQ),Escort. Fiesta. Currier. Mondeo - Pastilla de 31mm,36,0,0,21,30,0,CYC
27101/1,27101/1,code128,Volkswagen,BOTADORES,unidad,unidad,unidad,12800,12886,2,,,01082018_1530101.jpeg,BOTADOR VALVULA,1.6 8v (Gol/Senda)|1.6 8v D|1.8 8v (Gol/Senda)|2.0 8v (Go/Senda),Polo. Gol. Saveiro. Caddy - Pastilla 31mm,36,0,0,21,30,0,CYC
27026/0,27026/0,code128,Renault,BOTADORES,unidad,unidad,unidad,3280,3302,2,,,26102017_1300191.jpeg,BOTADOR VALVULA,NULL,1.6 8v - Motor CHT - R9. R11. R12. R18. R19. Clio,36,0,0,21,30,1,CYC
34007/0,34007/0,code128,Peugeot,BOTADORES,unidad,unidad,unidad,10160,10228,2,,,22032018_0912011.jpeg,BOTADOR VALVULA,1.9 8v D (XUD9)|1.9 8v TD (XUD9T),306. 405. Partner. Berlingo - Largo 35mm,36,0,0,21,30,2,CYC
34014/0 8.30,34014/0 8.30,code128,Renault,BOTADORES,unidad,unidad,unidad,17129,17244,2,,,23112017_0847291.jpeg,BOTADOR VALVULA,1.5 TDCI (K9K)|1.9 DTI (F9Q)|1.9 D (F8Q),Clio. Express. R19. Kangoo - Sin Pastilla (Medida 8.30),36,0,0,21,30,1,CYC
27102/0,27102/0,code128,Fiat,BOTADORES,unidad,unidad,unidad,9497,9561,1,,,26102017_1252421.jpeg,BOTADOR VALVULA,NULL,1.3 - 1.4 8v - Motor Fire - Uno. Siena. Palio. Fiorino - Pastilla Ã˜ 31mm,36,0,0,21,30,1,CYC
34014/0 8.10,34014/0 8.10,code128,Renault,BOTADORES,unidad,unidad,unidad,17129,17244,1,,,23112017_0846571.jpeg,BOTADOR VALVULA,1.5 TDCI (K9K)|1.9 DTI (F9Q)|1.9 D (F8Q),Clio. Express. R19. Kangoo - Sin Pastilla (Medida 8.10),36,0,0,21,30,1,CYC
B7011580,34009/2,code128,Volkswagen,BOTADORES,unidad,unidad,unidad,15344,27850,1,,,17102016_1525361.png,BOTADORES HIDRAULICOS,1.9 8v TDI (Iny. Bomba),Bora. Vento - (Doble piston),0,0,0,21,50,2,STH
HLT-123-38,HTL-123-38,code128,Ford,BOTADORES,unidad,unidad,unidad,5254,6612,1,,,17102016_1535321.png,BOTADORES HIDRAULICOS,NULL,2.0 - 2.3 8v - Taunus. Sierra,20,0,0,21,30,1,IMET
B5912300,B5912300,code128,Ford,BOTADORES,unidad,unidad,unidad,9800,17787,1,,,17102016_1540401.png,BOTADORES HIDRAULICOS,1.6 8v (ZETEC ROCAM)|1.0 8v (ZETEC ROCAM),Fiesta. Ka. Focus. Eco Sport,0,0,0,21,50,0,STH
HLT-123-1,HLT-123-1,code128,Chevrolet,BOTADORES,unidad,unidad,unidad,6122,7704,1,,,17102016_1544151.jpeg,BOTADORES HIDRAULICOS,NULL,230 - 250 - 400 - Chevy,20,0,0,21,30,1,IMET
B5935000,938M6500,code128,Ford,BOTADORES,unidad,unidad,unidad,21391,38825,1,,,17102016_1549261.png,BOTADORES HIDRAULICOS,1.6 16v (ZETEC)|1.8 16v (ZETEC)|2.0 16v (ZETEC),Escort. Fiesta. Mondeo,0,0,0,21,50,1,STH
34033/0,34033/0,code128,Chevrolet,BOTADORES,unidad,unidad,unidad,0.0,0.0,1,,,27022019_0744011.jpeg,BOTADORES HIDRAULICOS,1.0 8v|1.4 8v (EFI)|1.4 8v (MPFI)|1.5 8v (Daewo)|1.6 8v (C16SE)|1.8 8v (MPFI)|1.8 8v (Kadett)|2.0 8v (Astra)|2.2 8v (Blazer),Corsa. Meriva. Atra. Vectra. Fun - (Medida 21.35 x 68.40),36,0,0,21,30,0,CYC
34013/1,34013/1,code128,Fiat,BOTADORES,unidad,unidad,unidad,22264,22413,1,,,,BOTADORES HIDRAULICOS,NULL,1.6 16v - Motor Torque - Palio. Siena,36,0,0,21,30,0,CYC
34059/0,34059/0,code128,Chevrolet,BOTADORES,unidad,unidad,unidad,13500,21235,1,,,22112018_1019241.jpeg,BOTADORES HIDRAULICOS,1.0 8v|1.4 8v (MPFI)|1.4 8v (G3)|1.8 8v (POWE TRIM),Corsa 2. Agile. Onix. Spin. Montana - (P/Balancin a Rodillo 16X51),0,0,0,21,30,1,STH
B5910210,B5910210,code128,Ford,BOTADORES,unidad,unidad,unidad,11463,20805,1,,,10052018_1126231.jpeg,BOTADORES HIDRAULICOS,2.0 8v (Taunus)|2.3 8v (Taunus),Taunus,0,0,0,21,50,1,STH
34009/1,34009/1,code128,Volkswagen,BOTADORES,unidad,unidad,unidad,9200,9261,1,,,,BOTADORES HIDRAULICOS,1.9 8v D|1.9 8v TD|1.6 8v (Gol/Senda),Polo. Gol. Seat. Caddy. Cordoba. Transporter,36,0,0,21,30,1,CYC
T1980050,T1980050,code128,Volkswagen,BOTADORES,unidad,unidad,unidad,14948,19986,1,,,25042017_1048291.jpeg,BOTADORES HIDRAULICOS,1.9 8v D|1.9 8v TD|1.6 8v (Gol/Senda),Polo. Gol. Seat. Caddy. Cordoba. Transporter,15,0,0,21,30,0,MAHLE
T376,T376,code128,Renault,BOTADORES,unidad,unidad,unidad,22807,41396,1,,,,BOTADORES HIDRAULICOS,1.6 16v (K4M),Megane. Scenic. Clio. Kangoo. Sandero. Logan,0,0,0,21,50,1,STH
20-246/5 STD,20'246-5 a 001,code128,Renault,COJINETES,unidad,unidad,unidad,6300,9909,1,,,19032015_1313271.jpeg,COJINETE DE BANCADA,1.6 8v (K7M)|1.6 16v (K4M),Clio. Megane. Scenic. Logan. Kangoo - Con traba,0,0,0,21,30,1,SINTERMETAL
20-873/5 STD,20'873-5 A 001,code128,Renault,COJINETES,unidad,unidad,unidad,2902,4566,1,,,19032015_1322171.jpeg,COJINETE DE BANCADA,1.6 8v (K7M)|1.6 16v (K4M)|1.5 TDCI (K9K),Clio. Megane. Scenic. Logan. Kangoo - Sin traba,0,0,0,21,30,2,SINTERMETAL
20-156/5 STD,20'156-5 A 001,code128,Fiat,COJINETES,unidad,unidad,unidad,6931,10903,2,,,20032015_0751201.jpeg,COJINETE DE BANCADA,1.3 8v (Fire)|1.3 16v (Fire)|1.4 8v (Fire),Uno. Fiorino. Siena. Palio,0,0,0,21,30,0,SINTERMETAL
20-419/5 STD,20-419/5 A,code128,Peugeot,COJINETES,unidad,unidad,unidad,4066,6396,2,,,20032015_0819231.jpeg,COJINETE DE BANCADA,1.6 8v (404)|1.8 8v (504)|2.0 8v (504/505)|2.0 8v (505 GAMA),404. 504. 505 Gama,0,0,0,21,30,1,SINTERMETAL
20-734/5 STD,20'734-5 A 001,code128,Peugeot,COJINETES,unidad,unidad,unidad,3911,6152,2,,,20032015_0828231.jpeg,COJINETE DE BANCADA,1.7 8v D (XUD7)|1.9 8v D (DW8)|1.9 8v D (XUD9),1.9 Diesel - Motor XUD9. DW8 - 206. 306. 405. Partner. Berlingo,0,0,0,21,30,1,SINTERMETAL
20-734/5 020,20'734-5'a'020,code128,Peugeot,COJINETES,unidad,unidad,unidad,3911,6152,1,,,20032015_0836561.jpeg,COJINETE DE BANCADA,1.7 8v D (XUD7)|1.9 8v D (DW8)|1.9 8v D (XUD9),206. 306. 405. Partner. Berlingo,0,0,0,21,30,3,SINTERMETAL
20-775/5 STD,20'775-5 A 001,code128,Ford,COJINETES,unidad,unidad,unidad,3669,5771,1,,,20032015_1305441.jpeg,COJINETE DE BANCADA,1.0 8v (ZETEC ROCAM)|1.3 8v (Endura)|1.6 8v (ZETEC ROCAM),Fiesta. Ka. Ecosport. Focus,0,0,0,21,30,2,SINTERMETAL
20-139/5 STD,20'139-5 a 001,code128,Fiat,COJINETES,unidad,unidad,unidad,2535,3987,2,,,20032015_1359051.jpeg,COJINETE DE BANCADA,1.4 8v (Tipo)|1.6 8v (Tipo)|1.6 16v (Torque)|1.3 8v (Tipo)|1.5 8v (Tipo),Duna. Uno. Palio. Siena,0,0,0,21,30,0,SINTERMETAL
20-136/5 STD,20'136-5 A 001,code128,Fiat,COJINETES,unidad,unidad,unidad,2352,3699,2,,,20032015_1404011.jpeg,COJINETE DE BANCADA,NULL,1.3 8v Diesel - Duna. Fiorino. 147,0,0,0,21,30,1,SINTERMETAL
20-135/5 STD,20'135-5 A 001,code128,Fiat,COJINETES,unidad,unidad,unidad,3429,5393,2,,,20032015_1415381.jpeg,COJINETE DE BANCADA,NULL,1.7 - 1.9 Diesel y Turbo Diesel - 2.0 Nafta - Regatta. Duna. Uno. Palio. Siena. Ducato,0,0,0,21,30,0,SINTERMETAL
20-247/5 STD,20'247-5 A 001,code128,Renault,COJINETES,unidad,unidad,unidad,4152,6532,1,,,26032015_1109551.jpeg,COJINETE DE BANCADA,1.9 DTI (F9Q)|1.9 D (F8Q),Clio. Express. R19. Kangoo - Con Traba,0,0,0,21,30,1,SINTERMETAL
20-244/5 STD,20'244-5 A 001,code128,Renault,COJINETES,unidad,unidad,unidad,4758,7484,1,,,26032015_1111241.jpeg,COJINETE DE BANCADA,1.9 DTI (F9Q)|1.9 D (F8Q),Clio. Express. R19. Kangoo - Sin Traba,0,0,0,21,30,2,SINTERMETAL
20-241/5 STD,20'241-5 A 001,code128,Renault,COJINETES,unidad,unidad,unidad,3658,5755,2,,,26032015_1116221.jpeg,COJINETE DE BANCADA,NULL,2.0 - 2.1 8v - Diesel y Nafta - Motor J8S - R18. R21. Trafic,0,0,0,21,30,2,SINTERMETAL
20-240/5 STD,20'240-5 A 001,code128,Renault,COJINETES,unidad,unidad,unidad,2863,4503,2,,,26032015_1144281.jpeg,COJINETE DE BANCADA,NULL,1.4 - 1.6 8v - R9. R11. R12. R18. R19. Clio,0,0,0,21,30,2,SINTERMETAL
20-178/5 010,20'178-5 A 008,code128,Ford,COJINETES,unidad,unidad,unidad,5367,8442,2,,,26032015_1147101.jpeg,COJINETE DE BANCADA,NULL,1.6 8v Nafta - Motor CHT - Escort. Gol. Saveiro,0,0,0,21,30,1,SINTERMETAL
20-479/5 STD,20'479-5 a 001,code128,Volkswagen,COJINETES,unidad,unidad,unidad,3995,6284,3,,,26032015_1158291.jpeg,COJINETE DE BANCADA,NULL,1.6 - 1.8 - 1.9 - 2.0 - Nafta y Diesel - Polo. Gol. Saveiro. Caddy,0,0,0,21,30,1,SINTERMETAL
20-479/5 030,20'479-5 a 010,code128,Volkswagen,COJINETES,unidad,unidad,unidad,3995,6284,1,,,26032015_1159351.jpeg,COJINETE DE BANCADA,NULL,1.6 - 1.8 - 1.9 - 2.0 - Nafta y Diesel - Polo. Gol. Saveiro. Caddy,0,0,0,21,30,1,SINTERMETAL
20-371/5 050,20'371-5 A 009,code128,Chevrolet,COJINETES,unidad,unidad,unidad,5436,8552,1,,,26032015_1211301.jpeg,COJINETE DE BANCADA,NULL,1.0 - 1.4 - 1.6 - 1.8 Nafta - Corsa. Meriva. Fun. Agile,0,0,0,21,30,1,SINTERMETAL
20-371/5 STD,20'371-5 A 001,code128,Chevrolet,COJINETES,unidad,unidad,unidad,4942,7774,3,,,26032015_1213571.jpeg,COJINETE DE BANCADA,NULL,1.0 - 1.4 - 1.6 - 1.8 Nafta - Corsa. Meriva. Fun. Agile,0,0,0,21,30,3,SINTERMETAL
10-873/4 STD,10'873-4 a 001,code128,Renault,COJINETES,unidad,unidad,unidad,1750,2754,1,,,19032015_1325581.jpeg,COJINETE DE BIELA,1.6 16v (K4M)|1.6 8v (K7M),Clio. Megane. Scenic. Logan. Kangoo - Sin traba,0,0,0,21,30,2,SINTERMETAL
10-777/4 STD,10'777-4 a 001,code128,Ford,COJINETES,unidad,unidad,unidad,7403,11645,1,,,19032015_1342541.jpeg,COJINETE DE BIELA,NULL,1.6 - 1.8 - 2.0 16v - Motor Zetec - Escort. Fiesta. Mondeo,0,0,0,21,30,1,SINTERMETAL
10-156/4 STD,*10'156/4 a 001*,code128,Fiat,COJINETES,unidad,unidad,unidad,3225,5074,2,,,20032015_0745091.jpeg,COJINETE DE BIELA,1.3 8v (Fire)|1.3 16v (Fire)|1.4 8v (Fire),Uno. Fiorino. Siena. Palio,0,0,0,21,30,1,SINTERMETAL
10-410/4 STD,10'410-4 A 001,code128,Peugeot,COJINETES,unidad,unidad,unidad,1890,2973,2,,,20032015_0805261.jpeg,COJINETE DE BIELA,1.6 8v (404)|1.8 8v (504)|2.0 8v (504/505)|2.0 8v (505 GAMA),404.504. 505 Gama,0,0,0,21,30,1,SINTERMETAL
10-734/4 020,10'734-4'A'020,code128,Peugeot,COJINETES,unidad,unidad,unidad,2784,4379,1,,,20032015_1010481.jpeg,COJINETE DE BIELA,1.7 8v D (XUD7)|1.9 8v D (DW8)|1.9 8v D (XUD9)|1.9 8v Carb. (XU9),206. 306. 405. Partner. Berlingo,0,0,0,21,30,1,SINTERMETAL
10-734/4 STD,10'734-4 A 001,code128,Peugeot,COJINETES,unidad,unidad,unidad,2784,4379,2,,,20032015_1013261.jpeg,COJINETE DE BIELA,1.7 8v D (XUD7)|1.9 8v D (DW8)|1.9 8v D (XUD9)|1.9 8v Carb. (XU9),206. 306. 405. Partner. Berlingo,0,0,0,21,30,1,SINTERMETAL
10-775/4 STD,10-775/4 STD,code128,Ford,COJINETES,unidad,unidad,unidad,2380,3743,1,,,20032015_1301411.jpeg,COJINETE DE BIELA,1.0 8v (ZETEC ROCAM)|1.3 8v (Endura)|1.6 8v (ZETEC ROCAM),Fiesta. Ka. Ecosport. Focus,0,0,0,21,30,0,SINTERMETAL
10-733/4 STD,10'733-4 a 001,code128,Peugeot,COJINETES,unidad,unidad,unidad,8668,13635,0,,,20032015_1322541.jpeg,COJINETE DE BIELA,2.5 12v TD (DJ5T),605. Boxer,0,0,0,21,30,1,SINTERMETAL
10-733/4 .010,10'733-4 a 030,code128,Peugeot,COJINETES,unidad,unidad,unidad,8668,13635,0,,,20032015_1326231.jpeg,COJINETE DE BIELA,2.5 12v TD (DJ5T),605. Boxer,0,0,0,21,30,0,SINTERMETAL
10-139/4 STD,10'139-4 A 001,code128,Fiat,COJINETES,unidad,unidad,unidad,1922,3024,2,,,20032015_1342161.jpeg,COJINETE DE BIELA,1.4 8v (Tipo)|1.6 8v (Tipo),1.4 - 1.6 8v - Motor Tipo - Duna. Uno. Palio. Siena,0,0,0,21,30,1,SINTERMETAL
10-139/4 010,10'139-4 A 010,code128,Fiat,COJINETES,unidad,unidad,unidad,1922,3024,1,,,20032015_1344131.jpeg,COJINETE DE BIELA,1.4 8v (Tipo)|1.6 8v (Tipo),1.4 - 1.6 8v - Motor Tipo - Duna. Uno. Palio. Siena,0,0,0,21,30,1,SINTERMETAL
