TC-242-20 1M,TC-242-20 1M,code128,Alfa Romeo,48,unidad,unidad,unidad,607,954.15,1,No Tax,exclusive,08062018_1213481.jpeg,66,206| 207| 307| 406| 806| 807| Xsara| Picasso| Xantia| C5| C4| Berlingo| Partner,2.0 8v HDI (DW10),10,25,0,21,30,,ILLINOIS
TC-242-20 2M,TC-242-20 2M,code128,Alfa Romeo,48,unidad,unidad,unidad,607,954.15,1,No Tax,exclusive,08062018_1215261.jpeg,66,206| 207| 307| 406| 806| 807| Xsara| Picasso| Xantia| C5| C4| Berlingo| Partner,2.0 8v HDI (DW10),10,25,0,21,30,,ILLINOIS
TC-242-20 3M,TC-242-20 3M,code128,Alfa Romeo,48,unidad,unidad,unidad,607,954.15,1,No Tax,exclusive,08062018_1217231.jpeg,66,206| 207| 307| 406| 806| 807| Xsara| Picasso| Xantia| C5| C4| Berlingo| Partner,2.0 8v HDI (DW10),10,25,0,21,30,,ILLINOIS
TC-242-20 4M,TC-242-20 4M,code128,Alfa Romeo,48,unidad,unidad,unidad,607,954.15,1,No Tax,exclusive,08062018_1219071.jpeg,66,206| 207| 307| 406| 806| 807| Xsara| Picasso| Xantia| C5| C4| Berlingo| Partner,2.0 8v HDI (DW10),10,25,0,21,30,,ILLINOIS
TC-414-15,TC-414-15,code128,Alfa Romeo,48,unidad,unidad,unidad,355,419.05,2,No Tax,exclusive,24052019_1110161.jpeg,66,R6| R12| R9| R11| Twingo,1.3 8v (R12)-1.4 8v (R6)-1.4 8v (R12)-1.3 8v (C3G - Twingo),25,0,0,21,30,,ILLINOIS
TC-529-15,7.89859E+12,code128,Alfa Romeo,48,unidad,unidad,unidad,360,424.14,3,No Tax,exclusive,14012019_1026591.jpeg,66,R9| R11| R12| R18| R19| Clio,1.6 8v (C1L/C2L)-1.6 8v (Carburador),10,25,0,21,30,,ILLINOIS
TC-594-15,TC-594-15,code128,Alfa Romeo,48,unidad,unidad,unidad,586,690.86,1,No Tax,exclusive,17052019_1553421.jpeg,66,R19,1.7 8v (F2N),25,0,0,21,30,,ILLINOIS
TC-331-15,7.89859E+12,code128,Alfa Romeo,48,unidad,unidad,unidad,655,773.15,2,No Tax,exclusive,21092018_1027071.jpeg,66,Megane| Scenic| Clio| Kangoo| Logan,1.6 8v (K7M),10,25,0,21,30,,ILLINOIS
TC-886-15,TC-886-15,code128,Alfa Romeo,48,unidad,unidad,unidad,691,815.44,1,No Tax,exclusive,28052019_1503591.jpeg,66,Clio 2| Kangoo| Twingo,1.2 16v (D4F),25,0,0,21,30,,ILLINOIS
TC-893-20 0M,TC-893-20 0M,code128,Alfa Romeo,48,unidad,unidad,unidad,810,955.60,1,No Tax,exclusive,07122017_1026481.jpeg,66,Clio 2| Kangoo| Megane - (Esp. 0.85),1.5 TDCI (K9K),10,25,0,21,30,,ILLINOIS
TC-893-20 2M,TC-893-20 2M,code128,Alfa Romeo,48,unidad,unidad,unidad,810,955.60,1,No Tax,exclusive,07122017_1034411.jpeg,66,Clio 2| Kangoo| Megane - (Esp. 1.00),1.5 TDCI (K9K),10,25,0,21,30,,ILLINOIS
TC-893-20 1M,TC-893-20 1M,code128,Alfa Romeo,48,unidad,unidad,unidad,810,955.60,1,No Tax,exclusive,07122017_1036561.jpeg,66,Clio 2| Kangoo| Megane - (Esp. 1|20),1.5 TDCI (K9K),10,25,0,21,30,,ILLINOIS
TC-893-20 3M,tc-893-20 3M,code128,Alfa Romeo,48,unidad,unidad,unidad,810,955.60,1,No Tax,exclusive,07122017_1038371.jpeg,66,Clio 2| Kangoo| Megane - (Esp. 1.40),1.5 TDCI (K9K),10,25,0,21,30,,ILLINOIS
TC-893-MG 0M,TC-893-MG 0M,code128,Alfa Romeo,48,unidad,unidad,unidad,1.098,1295.37,1,No Tax,exclusive,07122017_1030311.jpeg,66,Clio 2| Kangoo| Megane - (Esp. 0.85),1.5 TDCI (K9K),10,25,0,21,30,,ILLINOIS
TC-122-15,8.00112E+12,code128,Alfa Romeo,48,unidad,unidad,unidad,643,860.12,5,No Tax,exclusive,15072015_1240571.jpeg,66,1.4 - 1.6 16v - 414| 216 - (Esp. 1.50),1.4 16v (14K16)-1.6 16v (16k16),10,25,0,21,30,,ILLINOIS
TC-200-15,TC-200-15,code128,Alfa Romeo,48,unidad,unidad,unidad,702,828.18,2,No Tax,exclusive,09042019_1512191.jpeg,66,Tornado - 4 Bancadas - 181| 230| 300| S380,3.0 (Torino)-3.8 (Torino),10,25,0,21,30,,ILLINOIS
TC-272-20 3M,8.00127E+12,code128,Alfa Romeo,48,unidad,unidad,unidad,675,796.33,1,No Tax,exclusive,09042019_1656301.jpeg,66,Corolla| Starlet - (Esp. 1.65),1.5 8v D (1N),10,25,0,21,30,,ILLINOIS
JC063010/4 1-50,JC063010/4 1-50,code128,Alfa Romeo,48,unidad,unidad,unidad,1.609,2150.78,1,No Tax,exclusive,18072018_1254411.jpeg,66,Hilux - Multilamina esp. 1|50mm,2.8 8v D/TD (3L),15,0,0,21,30,,MAHLE
JC063010/4 1-60,JC063010/4 1-60,code128,Alfa Romeo,48,unidad,unidad,unidad,1.609,2150.78,1,No Tax,exclusive,18072018_1300051.jpeg,66,Hilux - Multilamina esp. 1|60mm,2.8 8v D/TD (3L),15,0,0,21,30,,MAHLE
JC063010/4 1-70,JC063010/4 1-70,code128,Alfa Romeo,48,unidad,unidad,unidad,1.609,2150.78,1,No Tax,exclusive,18072018_1302141.jpeg,66,Hilux - Multilamina esp. 1|70mm,2.8 8v D/TD (3L),15,0,0,21,30,,MAHLE
TC-527-20 3M,TC-527-20 3M IMP.,code128,Alfa Romeo,48,unidad,unidad,unidad,150,235.95,1,No Tax,exclusive,,66,Gol| Saveiro| Senda - (Esp. 1.60),1.6 8v D,0,0,0,21,30,,IMPORTADO
TC-497-15,7.89859E+12,code128,Alfa Romeo,48,unidad,unidad,unidad,365,430.37,5,No Tax,exclusive,04062019_0821531.jpeg,66,Senda| Gol| Saveiro| Escort| Polo,1.6 8v (Gol/Senda)-1.8 8v (Gol/Senda),25,0,0,21,30,,ILLINOIS
TC-527-20 4M,TC-527-20 4M,code128,Alfa Romeo,48,unidad,unidad,unidad,429,573.41,3,No Tax,exclusive,06122017_1047351.jpeg,66,Gol| Saveiro| Senda - (Esp. 1.70),1.6 8v D,10,25,0,21,30,,ILLINOIS
TC-784-15,7.89859E+12,code128,Alfa Romeo,48,unidad,unidad,unidad,495,583.98,1,No Tax,exclusive,24042018_1227461.jpeg,66,Suran| Voyage| Fox| Gol Power,1.6 8v (Fox/Suran)-1.4 8v (Gol/Fox),10,25,0,21,30,,ILLINOIS
82450 1M,82450,code128,Alfa Romeo,48,unidad,unidad,unidad,782,1230.05,1,No Tax,exclusive,23112018_0916031.jpeg,66,Amarok - Multilamina - Espesor 1|55mm,2.0 16v TDI (Amarok),0,0,0,21,30,,SABO
82451 2M,82451,code128,Alfa Romeo,48,unidad,unidad,unidad,782,1230.05,1,No Tax,exclusive,23112018_0915341.jpeg,66,Amarok - Multilamina - Espesor 1|63mm,2.0 16v TDI (Amarok),0,0,0,21,30,,SABO
82452 3M,82452,code128,Alfa Romeo,48,unidad,unidad,unidad,782,1230.05,1,No Tax,exclusive,23112018_0933091.jpeg,66,Amarok - Multilamina - Espesor 1|71mm,2.0 16v TDI (Amarok),0,0,0,21,30,,SABO
TC-402-20 2M,TC-402-20 2M,code128,Alfa Romeo,48,unidad,unidad,unidad,863,1017.94,1,No Tax,exclusive,23112018_0911551.jpeg,66,Bora| New Beatle| Passat| Sharan| A3| Golf,1.9 8v TDI (Iny. Bomba),10,25,0,21,30,,ILLINOIS
TC-402-20 3M,TC-402-20 3M,code128,Alfa Romeo,48,unidad,unidad,unidad,863,1017.94,1,No Tax,exclusive,23112018_0912111.jpeg,66,Bora| New Beatle| Passat| Sharan| A3| Golf,1.9 8v TDI (Iny. Bomba),10,25,0,21,30,,ILLINOIS
TC-402-20 1M,TC-402-20 1M,code128,Alfa Romeo,48,unidad,unidad,unidad,863,1017.94,1,No Tax,exclusive,23112018_0911351.jpeg,66,Bora| New Beatle| Passat| Sharan| A3| Golf,1.9 8v TDI (Iny. Bomba),10,25,0,21,30,,ILLINOIS
TC-652-MG 4M,8.00165E+12,code128,Alfa Romeo,48,unidad,unidad,unidad,879,1175.50,1,No Tax,exclusive,19042018_0755461.jpeg,66,Polo| Golf| Caddy| Transporter| Cordoba - METALICA (Esp. 1.80),1.9 8v D,10,25,0,21,30,,ILLINOIS
TC-652-MG 1M,8.00165E+12,code128,Alfa Romeo,48,unidad,unidad,unidad,879,1175.50,1,No Tax,exclusive,19042018_0745361.jpeg,66,Polo| Golf| Caddy| Transporter| Cordoba - METALICA (Esp. 1.50),1.9 8v D,10,25,0,21,30,,ILLINOIS
TC-816-11,TC-816-11,code128,Alfa Romeo,48,unidad,unidad,unidad,1.555,1834.42,1,No Tax,exclusive,27042017_0808041.jpeg,66,Golf| Passat| Bora| Cordoba| Toledo| Ibiza - Multilamina,1.6 8v (Golf/A3),10,25,0,21,30,,ILLINOIS
JVS-311-43,JVS-311-43,code128,Alfa Romeo,48,unidad,unidad,unidad,180,212.36,1,No Tax,exclusive,12062018_0915161.jpeg,67,Corsa| Agile| Celta| fun| Meriva,1.0 8v-1.4 8v (MPFI)-1.4 8v (G3)-1.6 8v (C16SE)-1.8 8v (MPFI),10,25,0,21,30,,ILLINOIS
JVS-262-43,JVS-262-43,code128,Alfa Romeo,48,unidad,unidad,unidad,278,437.79,1,No Tax,exclusive,12062018_1039341.jpeg,67,Luv| Trooper,2.3 8v (4ZD1),10,25,0,21,30,,ILLINOIS
JVS-305-43,JVS-305-43,code128,Alfa Romeo,48,unidad,unidad,unidad,291,458.29,3,No Tax,exclusive,22062018_1234111.jpeg,67,Astra| Vectra| Zafira,2.0 16v (Vectra)-2.0 16v Zafira (C20SEL)-2.2 16v (Vectra),10,25,0,21,30,,ILLINOIS
JVS-320-25,JVS-320-25,code128,Alfa Romeo,48,unidad,unidad,unidad,86,134.70,1,No Tax,exclusive,12062018_0827591.jpeg,67,Palio| Siena,1.3 8v (MPI),10,25,0,21,30,,ILLINOIS
JVS-244-23,8.00624E+12,code128,Alfa Romeo,48,unidad,unidad,unidad,100,157.15,5,No Tax,exclusive,08022017_1336231.jpeg,67,Duna| Uno| Palio| Siena| Regatta,1.4 8v (Tipo)-1.5 8v (Tipo)-1.6 8v (Tipo),10,25,0,21,30,,ILLINOIS
JVS-316-15,JVS-316-15,code128,Alfa Romeo,48,unidad,unidad,unidad,157,246.96,2,No Tax,exclusive,12062018_0833001.jpeg,67,Siena| Palio| Mito,1.3 16v (Fire),10,25,0,21,30,,ILLINOIS
JVS-299-43,JVS-299-43,code128,Alfa Romeo,48,unidad,unidad,unidad,186,291.86,3,No Tax,exclusive,08062018_1224391.jpeg,67,Siena| Doblo| Palio| Idea| Strada| Evo,1.3 8v (Fire)-1.4 8v (Fire),10,25,0,21,30,,ILLINOIS
JVS-255-30,JVS-255-30,code128,Alfa Romeo,48,unidad,unidad,unidad,99,116.64,1,No Tax,exclusive,12062018_0905071.jpeg,67,Ka| Fiesta,1.3 8v (Endura),10,25,0,21,30,,ILLINOIS
JVS-201-30,JVS-201-30,code128,Alfa Romeo,48,unidad,unidad,unidad,147,146.98,5,No Tax,exclusive,,67,Taunus,2.0 8v (Taunus)-2.3 8v (Taunus),10,25,0,21,30,,ILLINOIS
JVS-142-30,JVS-142-30,code128,Alfa Romeo,48,unidad,unidad,unidad,155,207.49,1,No Tax,exclusive,19042017_1341171.jpeg,67,Falcon| Falcon Sp| F100,3.0 12v (187)-3.0 12v (188)-3.0 12v (Max Econo)-3.6 12v (221)-3.6 12v (221 SP),10,25,0,21,30,,ILLINOIS
JVS-288-43,JVS-288-43,code128,Alfa Romeo,48,unidad,unidad,unidad,164,258.18,2,No Tax,exclusive,12062018_0757231.jpeg,67,206| Partner| Berlingo| Xsara| Expert - (Adaptacion),1.9 8v D (DW8),10,25,0,21,30,,ILLINOIS
JVS-303-43,JVS-303-43,code128,Alfa Romeo,48,unidad,unidad,unidad,243,381.66,2,No Tax,exclusive,12062018_0843551.jpeg,67,Ka| Fiesta| Eco Sport| Focus,1.0 8v (ZETEC ROCAM)-1.6 8v (ZETEC ROCAM),10,25,0,21,30,,ILLINOIS
JVS-267-43,JVS-267-43,code128,Alfa Romeo,48,unidad,unidad,unidad,257,404.11,2,No Tax,exclusive,12062018_0848021.jpeg,67,Fiesta| Currier - Medialuna de 32mm,1.8 8v D (ENDURA D),10,25,0,21,30,,ILLINOIS
JVS-391-43,JVS-391-43,code128,Alfa Romeo,48,unidad,unidad,unidad,507,797.00,1,No Tax,exclusive,12062018_0840581.jpeg,67,Focus| Fiesta| Fusion,1.6 16v (DOHC),10,25,0,21,30,,ILLINOIS
JVS-348-43,JVS-348-43,code128,Alfa Romeo,48,unidad,unidad,unidad,658,879.23,1,No Tax,exclusive,05012018_1330071.jpeg,67,Mondeo| Eco sport| Ranger,2.0 16v (DURATEC)-2.3 16v (DOHC),10,25,0,21,30,,ILLINOIS
JVS-208-43,JVS-208-43,code128,Alfa Romeo,48,unidad,unidad,unidad,71,112.25,1,No Tax,exclusive,12062018_0802071.jpeg,67,404| 504| 505,1.6 8v (404)-1.8 8v (504)-2.0 8v (504/505)-2.0 8v (505 GAMA),10,25,0,21,30,,ILLINOIS
JVS-286-43,JVS-286-43,code128,Alfa Romeo,48,unidad,unidad,unidad,136,213.28,1,No Tax,exclusive,12062018_0808521.jpeg,67,206| Partner| Berlingo| Xsara| Expert - (SUPERIOR),1.9 8v D (DW8),10,25,0,21,30,,ILLINOIS
JVS-181-30,JVS-181-30,code128,Alfa Romeo,48,unidad,unidad,unidad,136,213.28,1,No Tax,exclusive,12062018_1019451.jpeg,67,504| 505| Indenor,488 (INDENOR)-XD2 (INDENOR)-XD3 (INDENOR),10,25,0,21,30,,ILLINOIS
JVS-258-43,JVS-258-43,code128,Alfa Romeo,48,unidad,unidad,unidad,180,212.07,1,No Tax,exclusive,19122018_1530451.jpeg,67,205| 306| 405| Partner| Berlingo,1.7 8v D (XUD7)-1.9 8v D (XUD9)-1.9 8v TD (XUD9T),10,25,0,21,30,,ILLINOIS
JVS-287-43,JVS-287-43,code128,Alfa Romeo,48,unidad,unidad,unidad,200,314.31,1,No Tax,exclusive,12062018_1043581.jpeg,67,206| Partner| Berlingo| Xsara,1.9 8v D (DW8),10,25,0,21,30,,ILLINOIS
JVS-216-43,JVS-216-43,code128,Alfa Romeo,48,unidad,unidad,unidad,43,67.35,2,No Tax,exclusive,12062018_0945551.jpeg,67,1.3 - 1.4 8v - R12| R6,1.3 8v (R12)-1.4 8v (Junior)-1.4 8v (R12),10,25,0,21,30,,ILLINOIS
JVS-242-43,JVS-242-43,code128,Alfa Romeo,48,unidad,unidad,unidad,50,78.58,3,No Tax,exclusive,12062018_0940471.jpeg,67,R9| R11| R12| R18| R19| Clio| Trafic,1.6 8v (C1L/C2L)-1.6 8v (Carburador),10,25,0,21,30,,ILLINOIS
JVS-257-43,JVS-257-43,code128,Alfa Romeo,48,unidad,unidad,unidad,121,190.02,1,No Tax,exclusive,26072018_1041221.jpeg,67,Clio| Megane| Scenic| Kangoo| R19| Express| Rodeo,1.7 8v (F2N)-1.8 8v (F3P)-1.9 D (F8Q),10,25,0,21,30,,ILLINOIS
JVS-314-43,JVS-314-43,code128,Alfa Romeo,48,unidad,unidad,unidad,336,396.40,1,No Tax,exclusive,28052019_1455481.jpeg,67,Clio 2| Kangoo| Twingo,1.2 16v (D4F),25,0,0,21,30,,ILLINOIS
JVS-231-KIT,JVS-231-KIT,code128,Alfa Romeo,48,unidad,unidad,unidad,86,134.70,1,No Tax,exclusive,12062018_1002121.jpeg,67,Gol| Passat| Galaxy| Orion| Saveiro,1.6 8v (Gol/Senda)-1.8 8v (Gol/Senda)-2.0 8v (Go/Senda)-1.6 8v D,10,25,0,21,30,,ILLINOIS
JVS-279-43,JVS-279-43,code128,Alfa Romeo,48,unidad,unidad,unidad,271,426.56,3,No Tax,exclusive,12062018_1050001.jpeg,67,Polo| Gol| Caddy| Saveiro,1.9 8v D-1.9 8v TD,10,25,0,21,30,,ILLINOIS
JVS-266-43,7.89985E+12,code128,Alfa Romeo,48,unidad,unidad,unidad,321,505.14,3,No Tax,exclusive,12062018_1054431.jpeg,67,Gol| Saveiro| Senda| Polo| Escort (Goma y metal),1.6 8v (Gol/Senda)-1.8 8v (Gol/Senda)-2.0 8v (Go/Senda)-1.6 8v D,10,25,0,21,30,,ILLINOIS
TC-393-07,TC-393-07,code128,Alfa Romeo,48,unidad,unidad,unidad,239,319.58,2,No Tax,exclusive,05022018_1326391.jpeg,82,Amigo| Pick up| Rodeo| Trooper| Passport,2.6 8v (4ZE1),10,25,0,21,30,,ILLINOIS
TC-200090 1mm,200090-1MM,code128,Alfa Romeo,48,unidad,unidad,unidad,463,727.51,1,No Tax,exclusive,05072017_0718561.jpeg,82,194 - 230 - 250 - Chevy| Chevrolet 400 - 7B - Competicion,NULL,0,0,0,21,30,,TARANTO
TC-200090 0-80mm,200090-0-80,code128,Alfa Romeo,48,unidad,unidad,unidad,463,727.51,1,No Tax,exclusive,05072017_0721161.jpeg,82,194 - 230 - 250 - Chevy| Chevrolet 400 - 7B - Competicion,NULL,0,0,0,21,30,,TARANTO
TC-795-15,8.0018E+12,code128,Alfa Romeo,48,unidad,unidad,unidad,472,473.48,2,No Tax,exclusive,24062015_1529561.jpeg,82,1.6 16v - Nafta - Motor F16D3 - Descarga simple - Aveo,NULL,10,25,0,21,30,,ILLINOIS
TC-796-15,8.0018E+12,code128,Alfa Romeo,48,unidad,unidad,unidad,472,473.48,2,No Tax,exclusive,24062015_1531241.jpeg,82,1.6 16v - Motor F16D3 - Descarga doble - Aveo,NULL,10,25,0,21,30,,ILLINOIS
TC-525-15,8.00153E+12,code128,Alfa Romeo,48,unidad,unidad,unidad,551,552.40,2,No Tax,exclusive,24062015_1545341.jpeg,82,1.4 - 1.6 8v - Chevette - 85 / 98,NULL,10,25,0,21,30,,ILLINOIS
TC-612-15,7.89859E+12,code128,Alfa Romeo,48,unidad,unidad,unidad,551,552.40,2,No Tax,exclusive,24062015_1424381.jpeg,82,2.0 - 2.2 8v - Nafta - Monza| Astra| Vectra| Zafira,NULL,10,25,0,21,30,,ILLINOIS
TC-552-15,7.89859E+12,code128,Alfa Romeo,48,unidad,unidad,unidad,590,591.86,2,No Tax,exclusive,24062015_1550171.jpeg,82,1.8 16v - Nafta - Corsa 2| Meriva| Palio,NULL,10,25,0,21,30,,ILLINOIS
TC-705-15,7.89859E+12,code128,Alfa Romeo,48,unidad,unidad,unidad,611,612.90,2,No Tax,exclusive,24062015_1447391.jpeg,82,1.0 8v - Nafta - Fun| Celta,NULL,10,25,0,21,30,,ILLINOIS
JD - 1M,7.79396E+12,code128,Alfa Romeo,48,unidad,unidad,unidad,619,613.42,0,No Tax,exclusive,28052015_1306431.jpeg,82,1.7 8v Diesel - Motor 4EE1 - Corsa| Corsa Combo - c/ tapa,NULL,16,25,0,21,30,,TARANTO
JD - 2M,7.79396E+12,code128,Alfa Romeo,48,unidad,unidad,unidad,619,613.42,0,No Tax,exclusive,28052015_1319431.jpeg,82,1.7 8v Diesel - Motor 4EE1 - Corsa| Corsa Combo - c/ tapa 2M,NULL,16,25,0,21,30,,TARANTO
JD - 0M,7.79396E+12,code128,Alfa Romeo,48,unidad,unidad,unidad,619,613.42,0,No Tax,exclusive,28052015_1323071.jpeg,82,1.7 8v Diesel - Motor 4EE1 - Corsa| Corsa Combo - c/ tapa 0M,NULL,16,25,0,21,30,,TARANTO
TC-896-15,7.79396E+12,code128,Alfa Romeo,48,unidad,unidad,unidad,630,631.31,1,No Tax,exclusive,24062015_1547331.jpeg,82,1.0 16v - Motor MPFI - Corsa 1998/...,NULL,10,25,0,21,30,,ILLINOIS
TC-512-20 1M,8.00151E+12,code128,Alfa Romeo,48,unidad,unidad,unidad,755,890.70,1,No Tax,exclusive,27022019_1021561.jpeg,82,Corsa| Corsa Combo - (Esp. 1.50),1.7 D (4EE1)-1.7 TD (4EE1T),10,25,0,21,30,,ILLINOIS
TC-512-20 3M,8.00151E+12,code128,Alfa Romeo,48,unidad,unidad,unidad,755,890.70,1,No Tax,exclusive,27022019_1022461.jpeg,82,Corsa| Corsa Combo - (Esp. 1.70),1.7 D (4EE1)-1.7 TD (4EE1T),10,25,0,21,30,,ILLINOIS
TC-512-20 4M,8.00156E+12,code128,Alfa Romeo,48,unidad,unidad,unidad,755,890.70,1,No Tax,exclusive,27022019_1023061.jpeg,82,Corsa| Corsa Combo - (Esp. 1.80),1.7 D (4EE1)-1.7 TD (4EE1T),10,25,0,21,30,,ILLINOIS
TC-512-20 2M,8.00151E+12,code128,Alfa Romeo,48,unidad,unidad,unidad,755,890.70,2,No Tax,exclusive,27022019_1022241.jpeg,82,Corsa| Corsa Combo - (Esp. 1.60),1.7 D (4EE1)-1.7 TD (4EE1T),10,25,0,21,30,,ILLINOIS
JD-168-15,8.01217E+12,code128,Alfa Romeo,48,unidad,unidad,unidad,761,762.83,1,No Tax,exclusive,28042015_1244081.jpeg,82,1.4 8v Nafta - Corsa - Modelo Viejo,NULL,10,25,0,21,30,,ILLINOIS
JD-374-15,8.01237E+12,code128,Alfa Romeo,48,unidad,unidad,unidad,766,768.09,1,No Tax,exclusive,28042015_1239541.jpeg,82,1.5 - 1.6 8v - Corsa| Astra| Vectra - Daewo,NULL,10,25,0,21,30,,ILLINOIS
JD-333-15,8.01233E+12,code128,Alfa Romeo,48,unidad,unidad,unidad,801,944.98,4,No Tax,exclusive,23042019_0755561.jpeg,82,Corsa,1.6 8v (C16SE),25,0,0,21,30,,ILLINOIS
JD-274-ST Chevrolet 1.7 8v 4EE1 D y TD,8.01227E+12,code128,Alfa Romeo,48,unidad,unidad,unidad,879,881.21,2,No Tax,exclusive,28052015_1301151.jpeg,82,Corsa| Corsa Combo,NULL,10,25,0,21,30,,ILLINOIS
